sentence,name,vshort,short,average,tall,vtall
Ashton is 52.89 cm.,Ashton,1,1.2832113388198352e-7,1.9003697853833552e-8,3.84572858144302e-9,0
Julio is 52.9 cm tall.,Julio,1,1.2843417345406852e-7,1.9016881704498196e-8,3.84791342167445e-9,0
Laurie is 52.91 cm.,Laurie,1,1.2854732506357928e-7,1.9030075845666005e-8,3.850099658416035e-9,0
Ezekiel is 52.92 cm tall.,Ezekiel,1,1.2866058883391172e-7,1.904328028626235e-8,3.852287292659669e-9,0
Jerome is 52.93 cm tall.,Jerome,1,1.287739648886115e-7,1.905649503522111e-8,3.8544763253979866e-9,0
Neil is 52.94 cm tall.,Neil,1,1.2888745335137342e-7,1.9069720101484696e-8,3.856666757624414e-9,0
Oscar 's height is 52.95 cm.,Oscar,1,1.290010543460431e-7,1.908295549400405e-8,3.858858590333162e-9,0
Justine is 52.96 cm tall.,Justine,1,1.2911476799661537e-7,1.909620122173869e-8,3.86105182451921e-9,0
Penny is 52.97 cm tall.,Penny,1,1.2922859442723572e-7,1.9109457293656558e-8,3.863246461178304e-9,0
Esther 's height is 52.99 cm.,Esther,1,1.2945658612595631e-7,1.9136000505957218e-8,3.867639945902563e-9,0
Theodore is 53 cm tall.,Theodore,1,1.2957075164310065e-7,1.914928766431883e-8,3.8698387959631344e-9,0
Junior 's height is 53.01 cm.,Junior,1,1.2968503043838216e-7,1.9162585202821603e-8,3.872039052487572e-9,0
Stephen is 53.03 cm.,Stephen,1,1.2991392836310925e-7,1.9189211456302907e-8,3.876443788927445e-9,0
Gail is 53.04 cm.,Gail,1,1.3002854774280917e-7,1.920254018932906e-8,3.8786482708445344e-9,0
Jay is 53.05 cm.,Jay,1,1.3014328090115664e-7,1.9215879338591762e-8,3.880854163228804e-9,0
Grayson is 53.06 cm tall.,Grayson,1,1.3025812796365862e-7,1.9229228913136414e-8,3.8830614670830255e-9,0
Larry is 53.07 cm.,Larry,1,1.3037308905597443e-7,1.9242588922016976e-8,3.885270183410783e-9,0
Cora is 53.08 cm.,Cora,1,1.3048816430391652e-7,1.925595937429626e-8,3.8874803132164226e-9,0
Bertha is 53.09 cm tall.,Bertha,1,1.3060335383344961e-7,1.9269340279045536e-8,3.889691857505088e-9,0
Mariana is 53.1 cm tall.,Mariana,1,1.3071865777069105e-7,1.9282731645344855e-8,3.891904817282703e-9,0
Orlando 's height is 53.11 cm.,Orlando,1,1.3083407624191214e-7,1.9296133482282917e-8,3.894119193555987e-9,0
Owen 's height is 53.12 cm.,Owen,1,1.3094960937353658e-7,1.9309545798957107e-8,3.8963349873324286e-9,0
Jim is 53.13 cm tall.,Jim,1,1.3106525729214216e-7,1.9322968604473515e-8,3.898552199620319e-9,0
Layla 's height is 53.14 cm.,Layla,1,1.311810201244602e-7,1.933640190794692e-8,3.900770831428745e-9,0
Genevieve is 53.15 cm tall.,Genevieve,1,1.3129689799737617e-7,1.9349845718500824e-8,3.9029908837675754e-9,0
Rudy is 53.16 cm.,Rudy,1,1.3141289103792907e-7,1.9363300045267455e-8,3.905212357647457e-9,0
Earl is 53.17 cm.,Earl,1,1.3152899937331313e-7,1.9376764897387762e-8,3.907435254079844e-9,0
Marguerite is 53.18 cm.,Marguerite,1,1.3164522313087633e-7,1.9390240284011475e-8,3.9096595740769775e-9,0
Clarence 's height is 53.19 cm.,Clarence,1,1.3176156243812164e-7,1.9403726214296945e-8,3.91188531865189e-9,0
Jessica 's height is 53.2 cm.,Jessica,1,1.3187801742270747e-7,1.9417222697411475e-8,3.914112488818403e-9,0
Steven is 53.21 cm tall.,Steven,1,1.3199458821244672e-7,1.943072974253103e-8,3.916341085591151e-9,0
Dora is 53.22 cm.,Dora,1,1.321112749353076e-7,1.9444247358840275e-8,3.918571109985533e-9,0
Lindsay is 53.23 cm.,Lindsay,1,1.3222807771941444e-7,1.9457775555532834e-8,3.920802563017765e-9,0
Kiara is 53.25 cm tall.,Kiara,1,1.324620319846418e-7,1.9484863726885974e-8,3.92526975906459e-9,0
Zachary is 53.26 cm.,Zachary,1,1.325791837227899e-7,1.9498423719977588e-8,3.927505504115583e-9,0
Vicki is 53.27 cm tall.,Vicki,1,1.3269645203624018e-7,1.9511994330314743e-8,3.9297426818772315e-9,0
Glenn 's height is 53.28 cm.,Glenn,1,1.3281383705389745e-7,1.9525575567134962e-8,3.9319812933697155e-9,0
Derek is 53.29 cm tall.,Derek,1,1.3293133890482346e-7,1.9539167439684686e-8,3.934221339614042e-9,0
Hubert is 53.3 cm.,Hubert,1,1.3304895771823734e-7,1.9552769957219313e-8,3.936462821632007e-9,0
Corey is 53.31 cm.,Corey,1,1.3316669362351516e-7,1.9566383129002914e-8,3.938705740446194e-9,0
Kathy is 53.32 cm tall.,Kathy,1,1.3328454675019e-7,1.9580006964308542e-8,3.940950097079998e-9,0
Rose 's height is 53.34 cm.,Rose,1,1.3352060518665445e-7,1.9607286662622417e-8,3.94544312790408e-9,0
Mateo is 53.35 cm tall.,Mateo,1,1.3363881075629983e-7,1.9620942544221156e-8,3.947691804145147e-9,0
Edwin is 53.36 cm tall.,Edwin,1,1.3375713406705505e-7,1.9634609126522924e-8,3.949941922307454e-9,0
Cooper is 53.37 cm tall.,Cooper,1,1.3387557524924407e-7,1.964828641884524e-8,3.952193483418399e-9,0
Wanda is 53.38 cm tall.,Wanda,1,1.3399413443334898e-7,1.9661974430514547e-8,3.954446488506202e-9,0
Regina is 53.39 cm.,Regina,1,1.3411281175001174e-7,1.9675673170866218e-8,3.956700938599884e-9,0
Miguel is 53.4 cm.,Miguel,1,1.3423160733003248e-7,1.9689382649244608e-8,3.9589568347292876e-9,0
Harvey 's height is 53.41 cm.,Harvey,1,1.3435052130437122e-7,1.9703102875002896e-8,3.961214177925036e-9,0
Raymond 's height is 53.42 cm.,Raymond,1,1.344695538041473e-7,1.971683385750344e-8,3.963472969218584e-9,0
Cody is 53.43 cm.,Cody,1,1.3458870496064005e-7,1.9730575606117355e-8,3.965733209642173e-9,0
Marian 's height is 53.44 cm.,Marian,1,1.347079749052882e-7,1.9744328130224837e-8,3.967994900228879e-9,0
Max is 53.45 cm tall.,Max,1,1.348273637696914e-7,1.9758091439215147e-8,3.970258042012571e-9,0
Skylar 's height is 53.46 cm.,Skylar,1,1.3494687168560928e-7,1.9771865542486384e-8,3.9725226360279395e-9,0
Kayla is 53.47 cm.,Kayla,1,1.3506649878496185e-7,1.9785650449445764e-8,3.974788683310466e-9,0
Lucia is 53.5 cm.,Lucia,1,1.3542609650524559e-7,1.982707008665999e-8,3.9815955551282135e-9,0
Susie is 53.52 cm.,Susie,1,1.3566642666172758e-7,1.9854737369448283e-8,3.9861407550299e-9,0
Devon is 53.53 cm.,Devon,1,1.3578677164103595e-7,1.9868587296593223e-8,3.9884155437063905e-9,0
Nathaniel 's height is 53.55 cm.,Nathaniel,1,1.3602782206704088e-7,1.98963197697373e-8,3.992969503716651e-9,0
Emily 's height is 53.59 cm.,Emily,1,1.3651136852425435e-7,1.995191545718972e-8,4.002094983571313e-9,0
Peter is 53.6 cm tall.,Peter,1,1.3663255708646993e-7,1.996584167226575e-8,4.004380017927693e-9,0
Marjorie is 53.61 cm.,Marjorie,1,1.36753866695988e-7,1.9979778823681873e-8,4.006666520133795e-9,0
Anthony is 53.62 cm tall.,Anthony,1,1.3687529748716325e-7,1.9993726920981596e-8,4.008954491237355e-9,0
Dixie 's height is 53.63 cm.,Dixie,1,1.36996849594515e-7,2.000768597371745e-8,4.011243932286966e-9,0
Brett 's height is 53.64 cm.,Brett,1,1.371185231527267e-7,2.0021655991451365e-8,4.013534844332016e-9,0
Isaac is 53.65 cm.,Isaac,1,1.3724031829664642e-7,2.0035636983754234e-8,4.015827228422744e-9,0
Taylor is 53.66 cm tall.,Taylor,1,1.3736223516128642e-7,2.0049628960206222e-8,4.018121085610183e-9,0
Lance is 53.68 cm.,Lance,1,1.37606434593604e-7,2.007764590392447e-8,4.0227132234835354e-9,0
Sierra is 53.69 cm.,Sierra,1,1.3772871743213202e-7,2.009167089039705e-8,4.025011506275666e-9,0
Becky 's height is 53.7 cm.,Becky,1,1.37851122533083e-7,2.0105706899431574e-8,4.027311266376973e-9,0
Alton is 53.72 cm.,Alton,1,1.3809630006577695e-7,2.0133812023700796e-8,4.031915222728663e-9,0
Max is 53.74 cm tall.,Max,1,1.3834196828039588e-7,2.016196135385333e-8,4.036525100990025e-9,0
Sue is 53.75 cm.,Sue,1,1.3846498673437697e-7,2.0176052620276753e-8,4.0388322634815295e-9,0
Holly 's height is 53.76 cm.,Holly,1,1.3858812826831286e-7,2.0190154967158664e-8,4.041140909625749e-9,0
Cora is 53.77 cm.,Cora,1,1.3871139301904302e-7,2.0204268404181e-8,4.043451040482869e-9,0
Veronica is 53.8 cm.,Veronica,1,1.3908192794289815e-7,2.0246675353048955e-8,4.0503903519457375e-9,0
Craig is 53.81 cm tall.,Craig,1,1.3920568693254496e-7,2.0260833247638174e-8,4.0527064322727716e-9,0
Hazel is 53.82 cm tall.,Hazel,1,1.3932956982569562e-7,2.027500228091711e-8,4.055024002626052e-9,0
Connor 's height is 53.83 cm.,Connor,1,1.3945357676019735e-7,2.0289182462623653e-8,4.057343064070753e-9,0
Stephanie is 53.84 cm.,Stephanie,1,1.395777078740651e-7,2.03033738025051e-8,4.0596636176729064e-9,0
Landon is 53.85 cm.,Landon,1,1.3970196330548327e-7,2.0317576310317986e-8,4.0619856644993535e-9,0
Phyllis is 53.86 cm.,Phyllis,1,1.3982634319280526e-7,2.0331789995828454e-8,4.064309205617798e-9,0
Randy is 53.87 cm.,Randy,1,1.3995084767455412e-7,2.0346014868811825e-8,4.066634242096759e-9,0
Dalton is 53.88 cm tall.,Dalton,1,1.4007547688942183e-7,2.036025093905295e-8,4.068960775005628e-9,0
Cristina is 53.9 cm.,Cristina,1,1.4032511007413437e-7,2.0388756710494806e-8,4.073618334394784e-9,0
Adrian is 53.92 cm tall.,Adrian,1,1.4057524385988316e-7,2.0417307388621048e-8,4.078281892357088e-9,0
Alexandra is 53.93 cm tall.,Alexandra,1,1.4070049882668612e-7,2.043159959225306e-8,4.08061592348556e-9,0
Devin is 53.94 cm tall.,Devin,1,1.4082587936233733e-7,2.0445903052049783e-8,4.082951457477872e-9,0
Lincoln is 53.95 cm.,Lincoln,1,1.4095138560672332e-7,2.0460217777862155e-8,4.085288495409311e-9,0
Cindy is 53.96 cm.,Cindy,1,1.4107701769990165e-7,2.047454377955058e-8,4.087627038356005e-9,0
Stephen 's height is 53.98 cm.,Stephen,1,1.413286599937234e-7,2.0503229650044727e-8,4.0923086436038585e-9,0
Cassandra is 53.99 cm tall.,Cassandra,1,1.4145467047534164e-7,2.0517589538618815e-8,4.094651708061523e-9,0
Amy is 54 cm tall.,Amy,1,1.415808073677012e-7,2.0531960742605582e-8,4.0969962818474105e-9,0
Brock is 54.01 cm.,Brock,1,1.4170707081172028e-7,2.054634327191311e-8,4.099342366041888e-9,0
Daphne is 54.02 cm tall.,Daphne,1,1.418334609484905e-7,2.056073713645893e-8,4.1016899617261915e-9,0
Elena is 54.03 cm.,Elena,1,1.4195997791927507e-7,2.0575142346170047e-8,4.104039069982375e-9,0
Joy 's height is 54.06 cm.,Joy,1,1.4234029125095923e-7,2.0618426145709747e-8,4.1110954810157204e-9,0
Harriet is 54.07 cm.,Harriet,1,1.424673169739129e-7,2.0632876835544415e-8,4.113450650397199e-9,0
Bryson is 54.08 cm tall.,Bryson,1,1.4259447023980559e-7,2.064733892032355e-8,4.115807337773711e-9,0
Ruben is 54.1 cm.,Ruben,1,1.4284915996981175e-7,2.067629731466304e-8,4.120525270861466e-9,0
Johnny is 54.11 cm tall.,Johnny,1,1.4297669671906412e-7,2.069079364422155e-8,4.122886518749675e-9,0
Jesus is 54.12 cm.,Jesus,1,1.4310436158153335e-7,2.070530140872071e-8,4.12524928898683e-9,0
Christy is 54.13 cm.,Christy,1,1.4323215470022702e-7,2.0719820618183698e-8,4.127613582663559e-9,0
Felix is 54.14 cm.,Felix,1,1.4336007621832805e-7,2.073435128264336e-8,4.129979400871354e-9,0
Derrick is 54.16 cm.,Derrick,1,1.4361630502636372e-7,2.0763447016732423e-8,4.134715615250371e-9,0
Darius is 54.17 cm.,Darius,1,1.4374461260354463e-7,2.0778012106475936e-8,4.13708601360887e-9,0
Phillip is 54.18 cm.,Phillip,1,1.4387304915462563e-7,2.079258869144436e-8,4.139457940872975e-9,0
Kent is 54.19 cm.,Kent,1,1.4400161482367127e-7,2.0807176781718924e-8,4.141831398138482e-9,0
Angelo 's height is 54.2 cm.,Angelo,1,1.441303097549236e-7,2.0821776387390767e-8,4.144206386502046e-9,0
Frank is 54.21 cm.,Frank,1,1.4425913409280117e-7,2.0836387518560674e-8,4.146582907061202e-9,0
Brody 's height is 54.22 cm.,Brody,1,1.4438808798190045e-7,2.0851010185339073e-8,4.148960960914323e-9,0
Janet 's height is 54.24 cm.,Janet,1,1.4464638499303903e-7,2.0880290166212553e-8,4.153721672900356e-9,0
Everett is 54.25 cm tall.,Everett,1,1.4477572840516052e-7,2.089494750057745e-8,4.156104333234377e-9,0
Silas 's height is 54.27 cm.,Silas,1,1.4503480576905322e-7,2.092429690791169e-8,4.160874268093718e-9,0
Myra is 54.28 cm tall.,Myra,1,1.451645400119781e-7,2.0938989001209682e-8,4.163261544825349e-9,0
Wilbur is 54.29 cm tall.,Wilbur,1,1.452944048232897e-7,2.0953692701163668e-8,4.165650362563962e-9,0
Rachel is 54.3 cm.,Rachel,1,1.4542440034901343e-7,2.0968408017962618e-8,4.168040722414896e-9,0
Rose is 54.31 cm tall.,Rose,1,1.45554526735354e-7,2.0983134961805154e-8,4.1704326254843445e-9,0
Elena is 54.33 cm tall.,Elena,1,1.458151726756036e-7,2.101262377146518e-8,4.175221065708034e-9,0
Serena is 54.34 cm.,Serena,1,1.4594569252282277e-7,2.102738565772939e-8,4.1776176050790634e-9,0
Morgan is 54.35 cm.,Morgan,1,1.46076343817279e-7,2.1042159211930666e-8,4.180015692102185e-9,0
Molly is 54.36 cm tall.,Molly,1,1.4620712670607903e-7,2.1056944444317078e-8,4.182415327888003e-9,0
Clarissa 's height is 54.37 cm.,Clarissa,1,1.4633804133651074e-7,2.107174136514659e-8,4.184816513547959e-9,0
Ian is 54.38 cm.,Ian,1,1.4646908785604287e-7,2.108654998468709e-8,4.187219250194396e-9,0
Colin 's height is 54.39 cm.,Colin,1,1.4660026641232676e-7,2.1101370313216376e-8,4.189623538940523e-9,0
William is 54.4 cm.,William,1,1.4673157715319453e-7,2.111620236102222e-8,4.19202938090045e-9,0
Blake is 54.41 cm tall.,Blake,1,1.4686302022666088e-7,2.11310461384022e-8,4.194436777189134e-9,0
Edward 's height is 54.43 cm.,Edward,1,1.4712630396436107e-7,2.1160768923125373e-8,4.199256237217087e-9,0
Troy 's height is 54.44 cm.,Troy,1,1.472581449255363e-7,2.1175647951113646e-8,4.201668303190709e-9,0
Ruth is 54.45 cm.,Ruth,1,1.4739011881319496e-7,2.1190538749966554e-8,4.204081927961799e-9,0
Allan is 54.46 cm tall.,Allan,1,1.4752222577626587e-7,2.1205441330031563e-8,4.206497112649741e-9,0
Mary is 54.47 cm.,Mary,1,1.4765446596386097e-7,2.122035570166626e-8,4.208913858374803e-9,0
Alberta is 54.48 cm.,Alberta,1,1.47786839525277e-7,2.1235281875238236e-8,4.211332166258143e-9,0
Julie is 54.49 cm.,Julie,1,1.479193466099938e-7,2.1250219861125096e-8,4.213752037421788e-9,0
Junior 's height is 54.5 cm.,Junior,1,1.4805198736767605e-7,2.1265169669714488e-8,4.216173472988665e-9,0
Jerome 's height is 54.52 cm.,Jerome,1,1.483176705015183e-7,2.129510479660171e-8,4.2210210418282805e-9,0
Andy 's height is 54.54 cm.,Andy,1,1.485838901278151e-7,2.1325087339202263e-8,4.225874881778132e-9,0
Angela is 54.56 cm tall.,Angela,1,1.488506474505441e-7,2.13551173809798e-8,4.230735001853634e-9,0
Jewel is 54.58 cm tall.,Jewel,1,1.4911794367665429e-7,2.1385195005559605e-8,4.2356014110844206e-9,0
Linda is 54.59 cm tall.,Linda,1,1.492517942564641e-7,2.1400251687577543e-8,4.238036976958729e-9,0
Lois is 54.6 cm tall.,Lois,1,1.4938578001607608e-7,2.141532029672895e-8,4.24047411851445e-9,0
Jane is 54.62 cm.,Jane,1,1.496541576817288e-7,2.1445493338437456e-8,4.245353133201955e-9,0
Irving is 54.63 cm.,Irving,1,1.4978854989174808e-7,2.146059779202255e-8,4.247795008601881e-9,0
Kay 's height is 54.64 cm.,Kay,1,1.4992307788952811e-7,2.1475714214797313e-8,4.25023846421951e-9,0
Lee 's height is 54.65 cm.,Lee,1,1.5005774182752818e-7,2.1490842617301154e-8,4.252683501191174e-9,0
Elliot 's height is 54.66 cm.,Elliot,1,1.501925418583952e-7,2.1505983010083784e-8,4.25513012065407e-9,0
Lila is 54.67 cm.,Lila,1,1.503274781349656e-7,2.1521135403705238e-8,4.257578323746325e-9,0
Lana 's height is 54.69 cm.,Lana,1,1.5059776003750443e-7,2.1551476235755254e-8,4.262479485375837e-9,0
Trinity is 54.7 cm tall.,Trinity,1,1.5073310597009007e-7,2.1566664695354915e-8,4.26493244619384e-9,0
Randall 's height is 54.72 cm.,Randall,1,1.5100420856585748e-7,2.1597077754708185e-8,4.269843133544936e-9,0
Marissa 's height is 54.74 cm.,Marissa,1,1.5127585982858867e-7,2.1627539071726133e-8,4.274760182804846e-9,0
Patty is 54.75 cm.,Patty,1,1.514118915955924e-7,2.164278785344526e-8,4.277221096012251e-9,0
Jace 's height is 54.76 cm.,Jace,1,1.5154806099235083e-7,2.1658048731504254e-8,4.2796836031326465e-9,0
Ray is 54.77 cm.,Ray,1,1.5168436817360018e-7,2.1673321716565883e-8,4.282147705313203e-9,0
Craig is 54.78 cm tall.,Craig,1,1.5182081329426671e-7,2.168860681930312e-8,4.284613403701965e-9,0
Lizzie 's height is 54.79 cm.,Lizzie,1,1.519573965094694e-7,2.170390405039949e-8,4.287080699447904e-9,0
Misty 's height is 54.8 cm.,Misty,1,1.5209411797451915e-7,2.171921342054875e-8,4.289549593700918e-9,0
Jillian 's height is 54.81 cm.,Jillian,1,1.5223097784491878e-7,2.1734534940455053e-8,4.292020087611781e-9,0
Hudson is 54.82 cm.,Hudson,1,1.523679762763631e-7,2.174986862083294e-8,4.294492182332203e-9,0
Howard is 54.84 cm tall.,Howard,1,1.5264238944613162e-7,2.178057250591368e-8,4.299441178813093e-9,0
Dillon is 54.85 cm.,Dillon,1,1.5277980449681045e-7,2.1795942732097558e-8,4.301918082881531e-9,0
Alejandro is 54.86 cm tall.,Alejandro,1,1.529173587332446e-7,2.1811325161715322e-8,4.304396592375475e-9,0
Alexis 's height is 54.87 cm.,Alexis,1,1.5305505231209542e-7,2.1826719805533492e-8,4.306876708451178e-9,0
Marie 's height is 54.88 cm.,Marie,1,1.531928853902177e-7,2.1842126674329145e-8,4.309358432265846e-9,0
Ted 's height is 54.89 cm.,Ted,1,1.5333085812466154e-7,2.1857545778889924e-8,4.311841764977577e-9,0
Jessie is 54.9 cm tall.,Jessie,1,1.5346897067267045e-7,2.1872977130013727e-8,4.3143267077454005e-9,0
Elisabeth 's height is 54.92 cm.,Elisabeth,1,1.53745615839334e-7,2.190387661519499e-8,4.319301428089976e-9,0
Priscilla is 54.93 cm tall.,Priscilla,1,1.5388414877345168e-7,2.1919344770900924e-8,4.3217912079893754e-9,0
Kerry is 54.95 cm tall.,Kerry,1,1.541616361333817e-7,2.1950317962743445e-8,4.326775613055897e-9,0
Laurie 's height is 54.96 cm.,Laurie,1,1.5430059087583153e-7,2.1965823020591642e-8,4.329270240551198e-9,0
Alyssa 's height is 54.97 cm.,Alyssa,1,1.5443968653802257e-7,2.198134040088311e-8,4.3317664862415e-9,0
Emanuel is 54.98 cm.,Emanuel,1,1.5457892327876506e-7,2.1996870114500038e-8,4.334264351293206e-9,0
Thomas is 54.99 cm tall.,Thomas,1,1.5471830125706492e-7,2.201241217233521e-8,4.336763836873617e-9,0
Vicky is 55 cm tall.,Vicky,1,1.5485782063212592e-7,2.202796658529187e-8,4.339264944150991e-9,0
Clarence is 55.01 cm tall.,Clarence,1,1.5499748156334895e-7,2.2043533364284054e-8,4.3417676742944895e-9,0
Weston is 55.02 cm tall.,Weston,1,1.5513728421033336e-7,2.2059112520236302e-8,4.344272028474225e-9,0
Josiah is 55.03 cm.,Josiah,1,1.5527722873287488e-7,2.2074704064083673e-8,4.346778007861206e-9,0
Jackson is 55.04 cm.,Jackson,1,1.554173152909689e-7,2.209030800677205e-8,4.349285613627391e-9,0
Jo 's height is 55.05 cm.,Jo,1,1.5555754404480906e-7,2.2105924359257826e-8,4.351794846945671e-9,0
Caroline is 55.06 cm.,Caroline,1,1.5569791515478712e-7,2.2121553132508115e-8,4.354305708989843e-9,0
Xavier is 55.08 cm tall.,Xavier,1,1.5597908508572142e-7,2.2152847985223687e-8,4.3593323239558135e-9,0
Juliana is 55.09 cm.,Juliana,1,1.5611988422845834e-7,2.2168514086676513e-8,4.361848079229906e-9,0
Alfred is 55.1 cm.,Alfred,1,1.5626082637089463e-7,2.2184192652868862e-8,4.3643654679344735e-9,0
Homer is 55.11 cm tall.,Homer,1,1.5640191167442092e-7,2.2199883694821235e-8,4.3668844912480055e-9,0
Kelsey is 55.13 cm tall.,Kelsey,1,1.5668451241130433e-7,2.2231303250141657e-8,4.371927446420523e-9,0
Neil is 55.14 cm.,Neil,1,1.5682602816844494e-7,2.2247031785604348e-8,4.374451380641157e-9,0
Marina is 55.15 cm.,Marina,1,1.5696768773424184e-7,2.226277284101637e-8,4.376976954194032e-9,0
Aiden is 55.16 cm.,Aiden,1,1.571094912710893e-7,2.2278526427451936e-8,4.3795041682622935e-9,0
Dean 's height is 55.19 cm.,Dean,1,1.5753576733491203e-7,2.232586248380367e-8,4.387095665405226e-9,0
Gertrude 's height is 55.2 cm.,Gertrude,1,1.5767814838394892e-7,2.2341666305291187e-8,4.389629453385518e-9,0
Riley 's height is 55.21 cm.,Riley,1,1.578206742190414e-7,2.235748271333519e-8,4.392164887811145e-9,0
Kate is 55.22 cm tall.,Kate,1,1.5796334500379892e-7,2.2373311719074616e-8,4.3947019698709015e-9,0
Janet is 55.23 cm.,Janet,1,1.5810616090203397e-7,2.238915333365949e-8,4.397240700754556e-9,0
Ricardo is 55.25 cm tall.,Ricardo,1,1.583922286952059e-7,2.242087443401912e-8,4.402323113757274e-9,0
Vivian is 55.26 cm tall.,Vivian,1,1.5853548091878728e-7,2.243675394214796e-8,4.404866798260591e-9,0
Wayne is 55.27 cm.,Wayne,1,1.5867887891313653e-7,2.2452646103830456e-8,4.4074121363562895e-9,0
Leroy is 55.28 cm.,Leroy,1,1.5882242284308645e-7,2.2468550930270775e-8,4.409959129238844e-9,0
Marco 's height is 55.29 cm.,Marco,1,1.5896611287367645e-7,2.2484468432684115e-8,4.412507778103709e-9,0
Kevin 's height is 55.3 cm.,Kevin,1,1.5910994917015042e-7,2.250039862229669e-8,4.415058084147275e-9,0
Mike 's height is 55.31 cm.,Mike,1,1.592539318979582e-7,2.251634151034546e-8,4.417610048566864e-9,0
Beatrice is 55.32 cm.,Beatrice,1,1.5939806122275491e-7,2.2532297108078464e-8,4.420163672560786e-9,0
Allison is 55.34 cm tall.,Allison,1,1.5968676032697007e-7,2.2564246477643992e-8,4.425275904069547e-9,0
Vera is 55.35 cm tall.,Vera,1,1.5983133043873128e-7,2.258024027202738e-8,4.427834513985724e-9,0
Curtis 's height is 55.36 cm.,Curtis,1,1.5997604781216853e-7,2.2596246821196737e-8,4.43039478827894e-9,0
Devin is 55.37 cm tall.,Devin,1,1.6012091261397123e-7,2.2612266136454986e-8,4.4329567281522395e-9,0
Gilbert is 55.38 cm.,Gilbert,1,1.602659250110357e-7,2.2628298229116078e-8,4.435520334809644e-9,0
Mitchell is 55.39 cm.,Mitchell,1,1.604110851704672e-7,2.264434311050498e-8,4.438085609456139e-9,0
Brooklyn is 55.4 cm tall.,Brooklyn,1,1.60556393259578e-7,2.2660400791957748e-8,4.440652553297661e-9,0
Tamara is 55.43 cm.,Tamara,1,1.6099320678124323e-7,2.2708650750224942e-8,4.448363412066077e-9,0
Laurence 's height is 55.46 cm.,Laurence,1,1.614313577133247e-7,2.2757016318225694e-8,4.456089337095515e-9,0
Alec is 55.47 cm.,Alec,1,1.6157770601249264e-7,2.2773163918463686e-8,4.45866799914903e-9,0
Edmund is 55.48 cm.,Edmund,1,1.617242035873695e-7,2.2789324409852575e-8,4.461248340079652e-9,0
Margarita is 55.5 cm.,Margarita,1,1.6201764724125503e-7,2.2821684111837902e-8,4.466414063431531e-9,0
Rita is 55.51 cm.,Rita,1,1.6216459365929445e-7,2.2837883345339652e-8,4.4689994482848964e-9,0
George 's height is 55.52 cm.,George,1,1.6231169003110519e-7,2.2854095515803087e-8,4.471586516879559e-9,0
